0,LATITUDE,LONGITUDE
1420 GENTRY LN,38.0515433,-78.4861385
1422 GENTRY LN,38.0515665,-78.4859609
1627 GREENLEAF LN,38.0515446,-78.4857389
1625 GREENLEAF LN,38.0513363,-78.48569450000001
1623 GREENLEAF LN,38.0511819,-78.48578330000001
1621 GREENLEAF LN,38.0510275,-78.4858721
1619 GREENLEAF LN,38.0508279,-78.4859165
1617 GREENLEAF LN,38.050624,-78.4859165
1615 GREENLEAF LN,38.050452,-78.4858277
1613 GREENLEAF LN,38.0503165,-78.48569450000001
1611 GREENLEAF LN,38.0502129,-78.4854725
1609 GREENLEAF LN,38.0501546,-78.485295
1607 GREENLEAF LN,38.050019,-78.4851618
1605 GREENLEAF LN,38.0498791,-78.4849842
1603 GREENLEAF LN,38.0497479,-78.4848954
1601 GREENLEAF LN,38.0496124,-78.48476219999999
1401 WELLFORD ST,38.0495195,-78.4854725
1603 BRUCE AVE,38.0497585,-78.4858277
1607 BRUCE AVE,38.0499029,-78.4860497
1611 BRUCE AVE,38.0501332,-78.4863161
1615 BRUCE AVE,38.0503183,-78.48653800000001
1621 BRUCE AVE,38.0504626,-78.48675999999999
1623 BRUCE AVE,38.0506477,-78.486982
1631 BRUCE AVE,38.0506828,-78.48733709999999
1635 BRUCE AVE,38.0507499,-78.48760349999999
1701 BRUCE AVE,38.0507443,-78.4879587
1630 CAMBRIDGE CIR,38.0503552,-78.4877367
1622 BRUCE AVE,38.0503201,-78.48738150000001
1620 BRUCE AVE,38.0502166,-78.4871596
1618 BRUCE AVE,38.0500766,-78.486982
1614 BRUCE AVE,38.0499367,-78.4868044
1610 BRUCE AVE,38.0497924,-78.4865824
1608 BRUCE AVE,38.0496116,-78.4864049
1311 WELLFORD ST,38.0492037,-78.4864049
1604 BRUCE AVE,38.0494221,-78.4861385
1307 WELLFORD ST,38.0490694,-78.4865935
1600 CAMBRIDGE CIR,38.0487832,-78.4867933
1604 CAMBRIDGE CIR,38.0488572,-78.48702639999999
1608 CAMBRIDGE CIR,38.0490016,-78.4872484
1616 CAMBRIDGE CIR,38.049135,-78.48740600000001
1614 CAMBRIDGE CIR,38.0493087,-78.4875702
1612 CAMBRIDGE CIR,38.049511,-78.487624
1622 CAMBRIDGE CIR,38.049716,-78.48777
1618 CAMBRIDGE CIR,38.0499517,-78.48778109999999
1620 CAMBRIDGE CIR,38.0501964,-78.48778109999999
1702 BRUCE AVE,38.0503671,-78.4882694
1706 BRUCE AVE,38.0503526,-78.4885358
1708-10 BRUCE AVE,38.0504233,-78.4888698
1336 RUGBY RD,38.0506224,-78.4892017
1334 RUGBY RD,38.0504812,-78.4894237
1332 RUGBY RD,38.0503424,-78.48956799999999
1330 RUGBY RD,38.0502238,-78.4898121
1326 RUGBY RD,38.0498127,-78.49008959999999
1704 RUGBY CIR,38.0496201,-78.4893793
1706 RUGBY CIR,38.0493534,-78.48915730000002
1705 RUGBY CIR,38.05001050000001,-78.4892017
1629 CAMBRIDGE CIR,38.050049,-78.4882752
1627 CAMBRIDGE CIR,38.0497552,-78.4882694
1625 CAMBRIDGE CIR,38.049592,-78.4882694
1621 CAMBRIDGE CIR,38.0494609,-78.48818059999999
1617 CAMBRIDGE CIR,38.0492481,-78.4880919
1615 CAMBRIDGE CIR,38.0490718,-78.4879587
1613 CAMBRIDGE CIR,38.0488954,-78.4878255
1611 CAMBRIDGE CIR,38.0488007,-78.48769229999999
1607 CAMBRIDGE CIR,38.0486608,-78.48751469999999
1605 CAMBRIDGE CIR,38.048512,-78.4872484
1211 WELLFORD ST,38.0483269,-78.48702639999999
1601 OXFORD RD,38.047715,-78.48702639999999
0 OXFORD RD,38.0473937,-78.4863517
1605 OXFORD RD,38.0478945,-78.48760349999999
1613 OXFORD RD,38.047966,-78.4879143
1617 OXFORD RD,38.0480506,-78.4883582
1619 OXFORD RD,38.048328,-78.48858899999999
1627 OXFORD RD,38.0482972,-78.4892017
1637 OXFORD RD,38.0484496,-78.4897122
1641 OXFORD RD,38.0485801,-78.49000079999999
1647 OXFORD RD,38.0485744,-78.4903559
1314 RUGBY RD,38.0493495,-78.4903559
1649 OXFORD RD,38.0486824,-78.4906223
1651 OXFORD RD,38.0487495,-78.4908887
1657 OXFORD RD,38.0488618,-78.4911994
1306 RUGBY RD,38.0489741,-78.4915102
1214 RUGBY RD,38.0483753,-78.49164329999999
1644 OXFORD RD,38.0481841,-78.4905335
1640 OXFORD RD,38.0480674,-78.49017839999999
1636-38 OXFORD RD,38.0479866,-78.489981
1632-34 OXFORD RD,38.0479385,-78.4897901
1630 OXFORD RD,38.0479131,-78.4895458
1628 OXFORD RD,38.0478616,-78.4893349
1626 OXFORD RD,38.0477989,-78.4891129
1622 OXFORD RD,38.0477362,-78.488891
1620 OXFORD RD,38.0477186,-78.4887134
1618 OXFORD RD,38.0476559,-78.4884914
1616 OXFORD RD,38.0475931,-78.4882694
1614 OXFORD RD,38.0475304,-78.4880475
1617 MASON LN,38.047286,-78.48840899999999
1608 OXFORD RD,38.047495,-78.4876846
1604 OXFORD RD,38.0471062,-78.48747030000001
1600 OXFORD RD,38.0473115,-78.4870708
1115 WELLFORD ST,38.0468715,-78.4871596
1111 WELLFORD ST,38.0466675,-78.4871596
1107 WELLFORD ST,38.0463864,-78.48720399999999
1104 HERNDON RD,38.0464522,-78.48786989999999
1106 HERNDON RD,38.0466154,-78.48786989999999
1108 HERNDON RD,38.0467968,-78.4878477
1110 HERNDON RD,38.0470001,-78.4880475
1619 MASON LN,38.0472567,-78.4885802
1623 MASON LN,38.0472943,-78.4888577
1625 MASON LN,38.0473414,-78.4890241
1627 MASON LN,38.0473633,-78.4892461
1629 MASON LN,38.04738529999999,-78.4894681
1631 MASON LN,38.04740719999999,-78.48969
1633 MASON LN,38.0474699,-78.48991199999999
1635 MASON LN,38.0474919,-78.490134
1637 MASON LN,38.04747740000001,-78.49040029999999
1643 MASON LN,38.0478577,-78.4905335
1715 MASON LN,38.0477239,-78.49124379999999
1719 MASON LN,38.0479121,-78.4919097
1112 RUGBY RD,38.0474243,-78.4927532
1110 RUGBY RD,38.0471796,-78.4927532
1714 MASON LN,38.0473673,-78.4921761
1710 MASON LN,38.0472638,-78.4919541
1706 MASON LN,38.0471653,-78.49157679999999
1704 MASON LN,38.0471616,-78.49133259999999
1111 STONEFIELD LN,38.0472212,-78.4911106
1109 STONEFIELD LN,38.0469583,-78.4911328
1108 STONEFIELD LN,38.0468918,-78.49066669999999
1640 MASON LN,38.0471774,-78.49066669999999
1636 MASON LN,38.0471554,-78.4904447
1111 PARKER PL,38.0470431,-78.490134
1107 PARKER PL,38.0467124,-78.49008959999999
1108 PARKER PL,38.0467777,-78.4895125
1106 PARKER PL,38.0466146,-78.4895125
1628 MASON LN,38.0470721,-78.48960129999999
1626 MASON LN,38.0470093,-78.4893793
1624 MASON LN,38.0469918,-78.4892017
1622 MASON LN,38.0469699,-78.4889797
1620 MASON LN,38.0469479,-78.4887578
1618 MASON LN,38.0469191,-78.48856909999999
1107 HERNDON RD,38.0465406,-78.488558
2006 MEADOWBROOK RD,38.0538257,-78.4923092
1935 BLUE RIDGE RD,38.0530783,-78.4921761
1939 BLUE RIDGE RD,38.05323509999999,-78.49273099999999
1920 MEADOWBROOK RD,38.0535515,-78.491599
0 MEADOWBROOK RD,38.0546643,-78.4943961
1934 BLUE RIDGE RD,38.0528675,-78.49148799999999
1929 BLUE RIDGE RD,38.0520491,-78.49228699999999
1933 BLUE RIDGE RD,38.0525303,-78.4922002
1925 BLUE RIDGE RD,38.0517541,-78.492398
1919 BLUE RIDGE RD,38.0511854,-78.49264409999999
1923 BLUE RIDGE RD,38.0513962,-78.492488
1203 HILLTOP RD,38.0507067,-78.4925312
1319 HILLTOP RD,38.0510821,-78.491377
1317 HILLTOP RD,38.050922,-78.4918209
1331 HILLTOP RD,38.0515911,-78.4909553
1335 HILLTOP RD,38.0518773,-78.49075549999999
1339 HILLTOP RD,38.0521861,-78.49057789999999
1345 HILLTOP RD,38.0526173,-78.49040029999999
1924 MEADOWBROOK RD,38.0530239,-78.4907999
1340 HILLTOP RD,38.0519527,-78.4898676
1336 HILLTOP RD,38.0516716,-78.48991199999999
1409 RUGBY RD,38.05152349999999,-78.48944589999999
1411 RUGBY RD,38.0517777,-78.4893349
1401 RUGBY RD,38.0511966,-78.4896456
1335 RUGBY RD,38.0509781,-78.48991199999999
1330 HILLTOP RD,38.0514532,-78.49017839999999
1324 HILLTOP RD,38.0512755,-78.4904447
1326 HILLTOP RD,38.0510119,-78.49066669999999
1329 RUGBY RD,38.0507032,-78.4901229
1327 RUGBY RD,38.0504961,-78.49040029999999
1320 HILLTOP RD,38.05083430000001,-78.49093309999999
1313 HILLTOP RD,38.0505594,-78.4911439
1325 RUGBY RD,38.0502049,-78.49075549999999
1315 RUGBY RD,38.0498176,-78.491377
1308 HILLTOP RD,38.0502242,-78.4917765
1312 HILLTOP RD,38.0503974,-78.4914658
1309 RUGBY RD,38.0495263,-78.4917321
1803 BLUE RIDGE RD,38.0500145,-78.4921317
0 BLUE RIDGE RD,38.0514905,-78.4945383
1124 HILLTOP RD,38.0494357,-78.4930861
1221 RUGBY RD,38.0492759,-78.4920873
1215 RUGBY RD,38.0489752,-78.49255339999999
1211 RUGBY RD,38.0487341,-78.4927976
1108 HILLTOP RD,38.049189,-78.49368539999999
1205 RUGBY RD,38.0484297,-78.4930195
1811 BARRACKS RD,38.04871199999999,-78.4937829
1104 HILLTOP RD,38.0490427,-78.4940627
1100 HILLTOP RD,38.04883299999999,-78.4944179
1204 BLUE RIDGE RD,38.0496092,-78.4954611
1101 HILLTOP RD,38.0490714,-78.4949728
1105 HILLTOP RD,38.0493307,-78.4947064
1208 BLUE RIDGE RD,38.0498007,-78.4951281
1010 BLUE RIDGE RD,38.050384,-78.495031
1306 BLUE RIDGE RD,38.0505505,-78.4946623
1109 HILLTOP RD,38.0497048,-78.4939518
1115 HILLTOP RD,38.0500018,-78.4932415
1902 BLUE RIDGE RD,38.0504235,-78.4931749
1912 BLUE RIDGE RD,38.0507906,-78.49337469999999
1916 BLUE RIDGE RD,38.0511053,-78.49352209999999
1310 BLUE RIDGE RD,38.0512745,-78.4945728
1400 BLUE RIDGE RD,38.051653,-78.494331
1404 BLUE RIDGE RD,38.0519342,-78.4942195
1920 BLUE RIDGE RD,38.0515017,-78.4933525
1932 BLUE RIDGE RD,38.0521148,-78.492916
1940 BLUE RIDGE RD,38.0526815,-78.4929086
1202 EMMET ST N,38.055288,-78.498661
1401 EMMET ST N,38.055845,-78.4970591
1403 EMMET ST N,38.0560358,-78.496926
1417 EMMET ST N,38.05642110000001,-78.4969038
1250 EMMET ST N,38.0542623,-78.49734769999999
1200 EMMET ST N,38.0529166,-78.4985906
1230 EMMET ST N,38.0533484,-78.4982133
1232 EMMET ST N,38.0536848,-78.4979026
1248 EMMET ST N,38.0545948,-78.4972032
1252 EMMET ST N,38.0539771,-78.4977135
1254 EMMET ST N,38.0550113,-78.4968823
1 MORTON DR,38.0553915,-78.4957718
2000 MORTON DR,38.0559659,-78.494773
2006-A MORTON DR,38.0554218,-78.49483959999999
1418 EMMET ST N,38.0561665,-78.4957718
1300 EMMET ST N,38.0553845,-78.4965265
2011 PINE TOP RD,38.0540802,-78.49386919999999
2014 MEADOWBROOK RD,38.0544438,-78.4932006
2005 PINE TOP RD,38.053851,-78.4934181
2010 MEADOWBROOK RD,38.0541551,-78.4927532
2006 PINE TOP RD,38.05362969999999,-78.49404059999999
0 PINE TOP RD,38.0537606,-78.4937872
1421 BLUE RIDGE RD,38.053213,-78.4939518
2012 PINE TOP RD,38.0541845,-78.4947055
2010 PINE TOP RD,38.0537989,-78.49492839999999
2013 PINE TOP RD,38.0543626,-78.49444009999999
1412 MEADOWBROOK RD,38.054209,-78.495493
0 SPOTTSWOOD RD,38.053142,-78.4958906
2025 SPOTTSWOOD RD,38.0536406,-78.4962157
1404 MEADOWBROOK RD,38.0539826,-78.4959488
1408 MEADOWBROOK RD,38.054486,-78.49548329999999
2021 SPOTTSWOOD RD,38.0533695,-78.4957489
2015 SPOTTSWOOD RD,38.053027,-78.4953723
2011 SPOTTSWOOD RD,38.05284109999999,-78.49514959999999
2003 SPOTTSWOOD RD,38.0523862,-78.4948601
1415 BLUE RIDGE RD,38.0525772,-78.4943291
2002 SPOTTSWOOD RD,38.052048,-78.4953718
2010 SPOTTSWOOD RD,38.052382,-78.4956605
2016 SPOTTSWOOD RD,38.0527541,-78.4959035
2020 SPOTTSWOOD RD,38.0529345,-78.496279
2024 SPOTTSWOOD RD,38.0530838,-78.4967358
2030 SPOTTSWOOD RD,38.0532673,-78.4970745
2033 HESSIAN RD,38.0524331,-78.4975343
2090 MEADOWBROOK RD,38.0526252,-78.49736299999999
2031 HESSIAN RD,38.0521651,-78.4970299
2029 HESSIAN RD,38.0519493,-78.4968404
2007 HESSIAN RD,38.0517708,-78.4965192
2005 HESSIAN RD,38.0515147,-78.4961708
2003 HESSIAN RD,38.0512668,-78.4959271
2001 HESSIAN RD,38.050974,-78.49555699999999
2000 HESSIAN RD,38.0505461,-78.4958606
2006 HESSIAN RD,38.0507929,-78.49616449999999
1201 BLUE RIDGE RD,38.0500779,-78.49628229999999
2010 HESSIAN RD,38.051011,-78.4964377
2014 HESSIAN RD,38.0512364,-78.4966596
2018 HESSIAN RD,38.0514611,-78.4969935
2022 HESSIAN RD,38.051844,-78.497385
2035 HESSIAN RD,38.0521071,-78.4980357
1906-08 EMMET ST N,38.0611865,-78.4916966
1804 HYDRAULIC RD,38.0607943,-78.4914214
1904 EMMET ST N,38.0598635,-78.4916702
1719 HYDRAULIC RD,38.0588816,-78.4899223
1706 EMMET ST N,38.0591526,-78.4931749
1700 EMMET ST N,38.0589392,-78.49328589999999
2018 HOLIDAY DR,38.0587447,-78.4931749
2016 HOLIDAY DR,38.0585195,-78.4927532
2014 HOLIDAY DR,38.0583307,-78.49228699999999
2006 HOLIDAY DR,38.0581324,-78.4919319
2000 HOLIDAY DR,38.0577171,-78.4914436
0 HOLIDAY DR,38.0579892,-78.492599
1600 EMMET ST N,38.0579723,-78.4938701
1610 EMMET ST N,38.058336,-78.49369399999999
2011 HOLIDAY DR,38.057786,-78.49255339999999
2030 MORTON DR,38.05588100000001,-78.49242
1615 EMMET ST N,38.0584066,-78.49677059999999
2161 BARRACKS RD,38.0564189,-78.5025706
2151 BARRACKS RD,38.0557198,-78.5014934
2155 BARRACKS RD,38.0561336,-78.5019014
2159 BARRACKS RD,38.0564518,-78.5021106
1227-31 CEDARS CT,38.0563654,-78.5013
1233 CEDARS CT,38.056485,-78.501226
1245 CEDARS CT,38.0573572,-78.50050949999999
1242 CEDARS CT,38.0569121,-78.49963129999999
1228-30 CEDARS CT,38.0561927,-78.5004546
2149 BARRACKS RD,38.055415,-78.50096540000001
1212 CEDARS CT,38.0556648,-78.5008101
407-409 EARHART ST,38.0570702,-78.4985106
119 MIDDLESEX DR,38.0585648,-78.5006794
121 MIDDLESEX DR,38.0584363,-78.50051090000001
123 MIDDLESEX DR,38.0582905,-78.500344
125 MIDDLESEX DR,38.0581207,-78.5002852
124 MIDDLESEX DR,38.058152,-78.50095429999999
1601 RICKY RD,38.0600377,-78.5018797
2312 WAYNE AVE,38.0599367,-78.5014314
2310 WAYNE AVE,38.0596814,-78.50115919999999
2308 WAYNE AVE,38.0594575,-78.50100979999999
2306 WAYNE AVE,38.059163,-78.500928
2304 WAYNE AVE,38.0590422,-78.50052149999999
2302 WAYNE AVE,38.0588891,-78.50021079999999
2300 WAYNE AVE,38.05873589999999,-78.4998995
2224 WAYNE AVE,38.0585824,-78.49962839999999
2222 WAYNE AVE,38.0584737,-78.4993628
2220 WAYNE AVE,38.0583117,-78.4990471
2218 WAYNE AVE,38.0582462,-78.4986572
2216 WAYNE AVE,38.0582708,-78.4980801
2214 WAYNE AVE,38.0583713,-78.4978582
2212 WAYNE AVE,38.0585577,-78.4976806
2210 WAYNE AVE,38.05883439999999,-78.4975918
2208 WAYNE AVE,38.0590252,-78.4974587
2206 WAYNE AVE,38.059216,-78.4973255
2204 WAYNE AVE,38.0594388,-78.4971035
2205 WAYNE AVE,38.0597274,-78.4975474
2207 WAYNE AVE,38.0595002,-78.497725
2209 WAYNE AVE,38.0593138,-78.4979026
2211 WAYNE AVE,38.0590414,-78.4980357
2213 WAYNE AVE,38.0588098,-78.4981689
2219 WAYNE AVE,38.0587445,-78.498746
1601 CEDAR HILL RD,38.0589558,-78.4992341
1603 CEDAR HILL RD,38.05921379999999,-78.4990205
1605 CEDAR HILL RD,38.0594466,-78.4988347
1607 CEDAR HILL RD,38.0596936,-78.49862569999999
1609 CEDAR HILL RD,38.0599297,-78.4984382
1611 CEDAR HILL RD,38.0601561,-78.49824749999999
2301 DELLMEAD LN,38.0599915,-78.4990019
1604 CEDAR HILL RD,38.0597056,-78.499386
1602 CEDAR HILL RD,38.059476,-78.4995715
1600 CEDAR HILL RD,38.0591748,-78.499743
2305 WAYNE AVE,38.0594062,-78.50007769999999
2307 WAYNE AVE,38.0595974,-78.5003778
2309 WAYNE AVE,38.0597895,-78.5006547
2311 WAYNE AVE,38.060011,-78.5008323
1605 RICKY RD,38.0604128,-78.5012465
2313 WAYNE AVE,38.0601961,-78.5010542
1607 RICKY RD,38.060554,-78.5009821
1609 RICKY RD,38.060704,-78.5007675
1611 RICKY RD,38.0608379,-78.5004608
2309 DELLMEAD LN,38.0605502,-78.500102
2307 DELLMEAD LN,38.0604362,-78.4998341
2305 DELLMEAD LN,38.0602917,-78.499545
2303 DELLMEAD LN,38.0601379,-78.49925270000001
2300 DELLMEAD LN,38.0604065,-78.4986373
2302 DELLMEAD LN,38.0605974,-78.49892349999999
2304 DELLMEAD LN,38.0606779,-78.4992905
2306 DELLMEAD LN,38.0607856,-78.49958939999999
2308 DELLMEAD LN,38.060953,-78.49986109999999
1613 RICKY RD,38.0611094,-78.5000602
1614 RICKY RD,38.0615403,-78.50021079999999
1612 RICKY RD,38.0614122,-78.5005659
1610 RICKY RD,38.0612235,-78.5008661
1608 RICKY RD,38.0611001,-78.50107469999999
1606 RICKY RD,38.0609677,-78.501329
1604 RICKY RD,38.0607718,-78.5015714
1602 RICKY RD,38.0605671,-78.5018702
1600 RICKY RD,38.06046,-78.5020751
1243 CEDARS CT,38.0570641,-78.501143
1615A EMMET ST N,38.0589787,-78.49591579999999
1617 EMMET ST N,38.05867550000001,-78.4949506
2119 ANGUS RD,38.0596046,-78.4963045
2117 ANGUS RD,38.0594239,-78.4961269
2100-02 ANGUS RD,38.059454,-78.494794
1705 EMMET ST N,38.0592842,-78.4945067
1709 EMMET ST N,38.0595666,-78.4940627
1807 EMMET ST N,38.0605286,-78.49368539999999
1803 EMMET ST N,38.0607525,-78.4945067
1805 EMMET ST N,38.0600567,-78.493863
1815-1817 EMMET ST N,38.060725,-78.4936811
1819 EMMET ST N,38.0609385,-78.4930861
1901 EMMET ST N,38.06179059999999,-78.49304169999999
1907 EMMET ST N,38.0621923,-78.4921539
2115 HYDRAULIC RD,38.0632376,-78.49262
1921 SWANSON DR,38.0629749,-78.49290660000001
1919 SWANSON DR,38.0627443,-78.493038
1917 SWANSON DR,38.0625987,-78.4932156
1915 SWANSON DR,38.0624575,-78.4934375
1913 SWANSON DR,38.0623188,-78.493641
1911 SWANSON DR,38.0621285,-78.49377489999999
1909 SWANSON DR,38.0618877,-78.4938186
1907 SWANSON DR,38.061668,-78.4938962
1905 SWANSON DR,38.0615719,-78.4941625
1903 SWANSON DR,38.0616754,-78.4943845
1901 SWANSON DR,38.0618881,-78.4944733
2201 SHELBY DR,38.0621285,-78.4944289
2203 SHELBY DR,38.0622451,-78.494784
2205 SHELBY DR,38.0625276,-78.49492839999999
2207 SHELBY DR,38.0626675,-78.4951059
2209 SHELBY DR,38.0628671,-78.49542
2211 SHELBY DR,38.0629763,-78.4957727
2301 SHELBY DR,38.06328980000001,-78.4960382
2303 SHELBY DR,38.0634385,-78.4963045
2305 SHELBY DR,38.0634692,-78.4966152
2307 SHELBY DR,38.0636821,-78.4967035
2306 SHELBY DR,38.0640092,-78.49661789999999
2304 SHELBY DR,38.0639245,-78.496174
2302 SHELBY DR,38.0637803,-78.4959521
2300 SHELBY DR,38.0636404,-78.4957745
1906 CEDAR HILL RD,38.0638446,-78.4954611
1908 CEDAR HILL RD,38.064031,-78.4952835
1910 CEDAR HILL RD,38.0642173,-78.4951059
1912 CEDAR HILL RD,38.0643629,-78.49492839999999
1914 CEDAR HILL RD,38.0645493,-78.49475079999999
1916 CEDAR HILL RD,38.0646949,-78.49457319999999
2307 HYDRAULIC RD,38.0643553,-78.49588279999999
2215 HYDRAULIC RD,38.0643976,-78.49414929999999
1913 CEDAR HILL RD,38.06422,-78.4943069
1911 CEDAR HILL RD,38.0640744,-78.4944845
1909 CEDAR HILL RD,38.0638924,-78.4947064
1907 CEDAR HILL RD,38.0637468,-78.494884
1905 CEDAR HILL RD,38.063556,-78.49508689999999
2210 SHELBY DR,38.063342,-78.49532789999999
2208 SHELBY DR,38.0631057,-78.49505429999999
2206 SHELBY DR,38.0629675,-78.49483959999999
2204 SHELBY DR,38.0628188,-78.49457319999999
2202 SHELBY DR,38.062682,-78.494323
2200 SHELBY DR,38.0625346,-78.49417369999999
1914 SWANSON DR,38.0627374,-78.4937934
1916 SWANSON DR,38.0628829,-78.4936151
1918 SWANSON DR,38.0630693,-78.4934375
1920 SWANSON DR,38.06322370000001,-78.49334879999999
1924 SWANSON DR,38.0635625,-78.4930195
2211 HYDRAULIC RD,38.0638185,-78.493752
2308 NORTH BERKSHIRE RD,38.06349549999999,-78.4974046
2306 NORTH BERKSHIRE RD,38.0633557,-78.497227
2304 NORTH BERKSHIRE RD,38.0631824,-78.4970148
2302  NORTH BERKSHIRE RD,38.06294440000001,-78.4966967
1800 CEDAR HILL RD,38.06288989999999,-78.4965101
1805-07 CEDAR HILL RD,38.0626128,-78.4961111
2216 NORTH BERKSHIRE RD,38.0623829,-78.4959488
2214 NORTH BERKSHIRE RD,38.0621717,-78.4956608
2212 NORTH BERKSHIRE RD,38.06196850000001,-78.4954611
2210 NORTH BERKSHIRE RD,38.0616387,-78.4954351
2208 NORTH BERKSHIRE RD,38.0613159,-78.4954611
2206 NORTH BERKSHIRE RD,38.0610674,-78.4952169
2204 NORTH BERKSHIRE RD,38.0607499,-78.49530570000002
2202 NORTH BERKSHIRE RD,38.0603748,-78.4957585
2120 ANGUS RD,38.0601449,-78.4959938
2116-18 ANGUS RD,38.0601151,-78.4954683
2114 ANGUS RD,38.0599894,-78.4950394
2200 ANGUS RD,38.060903,-78.4971429
2205 NORTH BERKSHIRE RD,38.0611821,-78.4961713
2207 NORTH BERKSHIRE RD,38.0614588,-78.4960825
2209 NORTH BERKSHIRE RD,38.0616672,-78.4961269
2211 NORTH BERKSHIRE RD,38.0619206,-78.4962157
2213 NORTH BERKSHIRE RD,38.0621779,-78.4965486
1709 CEDAR HILL RD,38.0619325,-78.4967484
1707 CEDAR HILL RD,38.0617839,-78.4968844
1705 CEDAR HILL RD,38.0615422,-78.496926
2301 NORTH BERKSHIRE RD,38.0625313,-78.4970156
2303 NORTH BERKSHIRE RD,38.06285039999999,-78.4973699
2305 NORTH BERKSHIRE RD,38.0630437,-78.4976137
2307 NORTH BERKSHIRE RD,38.0632613,-78.4978138
1708 CEDAR HILL RD,38.0623183,-78.4972478
1706 CEDAR HILL RD,38.06207,-78.49748799999999
1704 CEDAR HILL RD,38.0618978,-78.4976362
0 CEDAR HILL RD,38.0620271,-78.4971899
2300 ANGUS RD,38.0611987,-78.4979913
2302 ANGUS RD,38.0613801,-78.498389
2304 ANGUS RD,38.0615005,-78.4985684
2306 ANGUS RD,38.0616535,-78.4988791
105 LINDA CT,38.0622403,-78.4982133
107 LINDA CT,38.0624866,-78.4978935
108 LINDA CT,38.0626934,-78.49825770000001
106 LINDA CT,38.062692,-78.4986572
104 LINDA CT,38.06251,-78.4988791
102 LINDA CT,38.0621329,-78.49918989999999
2400 ANGUS RD,38.0619465,-78.4993674
2404 ANGUS RD,38.0620769,-78.499656
1616 RICKY RD,38.0617631,-78.49998889999999
2309 ANGUS RD,38.061425,-78.4994562
2307 ANGUS RD,38.0613171,-78.49918989999999
2305 ANGUS RD,38.061099,-78.498942
2303 ANGUS RD,38.0610459,-78.4986923
2301 ANGUS RD,38.0608773,-78.4983349
1615 CEDAR HILL RD,38.0606962,-78.4978582
1613 CEDAR HILL RD,38.0603846,-78.4980763
2201 ANGUS RD,38.0602313,-78.4972811
2203 WAYNE AVE,38.060008,-78.497435
2121 ANGUS RD,38.0598028,-78.4966596
2202 WAYNE AVE,38.059666,-78.496926
2009 MEADOWBROOK RD,38.0547237,-78.4921095
2007 MEADOWBROOK RD,38.0544709,-78.4918209
2005 MEADOWBROOK RD,38.0542632,-78.49157679999999
2001 MEADOWBROOK RD,38.0540511,-78.4912882
1527 RUGBY RD,38.0546217,-78.4900452
1531 RUGBY RD,38.0545388,-78.4904447
1923 MEADOWBROOK RD,38.05362660000001,-78.490811
1915 MEADOWBROOK RD,38.0535191,-78.4904447
1403 HILLTOP RD,38.0529455,-78.489801
1409 HILLTOP RD,38.0532273,-78.4895569
1419 HILLTOP RD,38.0540168,-78.4892905
1415 HILLTOP RD,38.0540594,-78.490134
1535 RUGBY RD,38.0545551,-78.4910218
1521 RUGBY RD,38.054741,-78.48960129999999
1503 RUGBY RD,38.0546795,-78.4889797
1501 RUGBY RD,38.0543357,-78.4888022
1372 HILLTOP RD,38.0537106,-78.488669
1368 HILLTOP RD,38.0533975,-78.4888022
1364 HILLTOP RD,38.05308429999999,-78.4889353
1360 HILLTOP RD,38.05278430000001,-78.4892017
1344 HILLTOP RD,38.0521938,-78.4896235
1350 HILLTOP RD,38.05247990000001,-78.4894237
1404 RUGBY RD,38.0516479,-78.4888466
1413 DAIRY RD,38.0519246,-78.4887578
1421 DAIRY RD,38.0523514,-78.4885358
1415 DAIRY RD,38.0521154,-78.4886246
1426 DAIRY RD,38.0526878,-78.48822500000001
1505 DAIRY RD,38.0527751,-78.48786989999999
1434 RUGBY RD,38.0534496,-78.4880919
1432 RUGBY RD,38.0531233,-78.4880919
1446 RUGBY RD,38.0540075,-78.4879587
1450 RUGBY RD,38.0542931,-78.4879587
1454 RUGBY RD,38.0546106,-78.48786989999999
1800 DAIRY RD,38.0543728,-78.48711519999999
1820 DAIRY RD,38.0546145,-78.4866712
1718 DAIRY RD,38.0546842,-78.4861385
1726 DAIRY RD,38.0549026,-78.4858721
1561 DAIRY RD,38.0550262,-78.4854725
1545 DAIRY RD,38.0542688,-78.4856501
1551 DAIRY RD,38.0546139,-78.4854282
1541 DAIRY RD,38.0539964,-78.48578330000001
1535 DAIRY RD,38.0539543,-78.4861829
1527 DAIRY RD,38.053468,-78.48662680000001
1519 DAIRY RD,38.0532263,-78.4870708
1521 DAIRY RD,38.05299910000001,-78.4872484
1517 DAIRY RD,38.05282589999999,-78.4875591
1510 DAIRY RD,38.0524281,-78.4872484
1504 DAIRY RD,38.0523,-78.48760349999999
1434 DAIRY RD,38.05214,-78.4880475
1410 DAIRY RD,38.0517904,-78.48822500000001
1411 GENTRY LN,38.0518224,-78.48772819999999
1419 GENTRY LN,38.0518789,-78.48747030000001
1423 GENTRY LN,38.05193860000001,-78.4872484
1425 GENTRY LN,38.0519574,-78.48702639999999
1425-A GENTRY LN,38.0520039,-78.486831
1427 GENTRY LN,38.0519951,-78.4865824
1522 DAIRY RD,38.0524789,-78.48693759999999
1518 DAIRY RD,38.05260699999999,-78.4865824
1524 DAIRY RD,38.0527394,-78.4862717
1429 GENTRY LN,38.0519732,-78.4863605
1433 GENTRY LN,38.0520058,-78.4860719
